,Country_Region,Date,ConfirmedCases,Fatalities,Lat,Long
3726,Djibouti,2020-05-17,1186.0,-0.0,11.825100000000011,42.59029999999999
3807,Dominica,2020-05-17,481.0,-0.0,15.3,-61.38333299999999
3888,Dominican Republic,2020-05-17,1466.0,97.0,18.735699999999976,-70.16269999999993
3969,Ecuador,2020-05-17,2240.0,497.0,-1.8311999999999984,-78.18339999999992
4050,Egypt,2020-05-17,917.0,160.0,26.0,30.0
4131,El Salvador,2020-05-17,1274.0,1.0,13.698889000000001,-89.191389
4212,Equatorial Guinea,2020-05-17,1095.0,-0.0,1.5,10.0
4293,Eritrea,2020-05-17,1125.0,-0.0,15.322778,38.925
4374,Estonia,2020-05-17,1850.0,499.0,58.59529999999996,25.0136
4455,Eswatini,2020-05-17,1231.0,-0.0,-26.522500000000022,31.465899999999966
4536,Ethiopia,2020-05-17,1094.0,-0.0,9.144999999999992,40.489700000000035
4617,Fiji,2020-05-17,1230.0,-0.0,-18.166667,178.45
4698,Finland,2020-05-17,1847.0,436.0,64.0,26.0
4779,France,2020-05-17,52128.0,3523.0,3.933899999999996,-53.125799999999934
4860,France,2020-05-17,52128.0,3523.0,-17.679700000000008,149.40680000000003
4941,France,2020-05-17,52128.0,3523.0,16.25,-61.583299999999895
5022,France,2020-05-17,52128.0,3523.0,14.666667000000002,-61.0
5103,France,2020-05-17,52128.0,3523.0,-12.82749999999999,45.166200000000075
5184,France,2020-05-17,52128.0,3523.0,-22.2758,166.458
5265,France,2020-05-17,52128.0,3523.0,-21.135099999999984,55.24710000000004
5346,France,2020-05-17,52128.0,3523.0,17.899999999999995,-62.833299999999895
5427,France,2020-05-17,52128.0,3523.0,46.7778,-56.1778
5508,France,2020-05-17,52128.0,3523.0,18.070799999999984,-63.05009999999995
5589,France,2020-05-17,52128.0,3523.0,46.22760000000004,2.2137000000000007
5670,Gabon,2020-05-17,1313.0,1.0,-0.8036999999999993,11.609400000000011
5751,Gambia,2020-05-17,1165.0,1.0,13.443200000000017,-15.310100000000013
5832,Georgia,2020-05-17,187.0,-0.0,42.31539999999997,43.35690000000007
5913,Germany,2020-05-17,71808.0,775.0,51.0,9.0
5994,Ghana,2020-05-17,1859.0,510.0,7.946500000000012,-1.023200000000001
6075,Greece,2020-05-17,1580.0,306.0,39.07420000000001,21.8243
6156,Grenada,2020-05-17,1011.0,-0.0,12.05,-61.75
6237,Guatemala,2020-05-17,287.0,1.0,15.783500000000002,-90.23080000000004
6318,Guinea,2020-05-17,1224.0,-0.0,9.94560000000001,-9.696599999999991
6399,Guinea-Bissau,2020-05-17,1158.0,-0.0,11.85,-15.566667
6480,Guyana,2020-05-17,12.0,2.0,5.0,-58.75
6561,Haiti,2020-05-17,975.0,-0.0,18.533333,-72.333333
6642,Holy See,2020-05-17,1281.0,-0.0,41.90290000000003,12.453399999999993
6723,Honduras,2020-05-17,1856.0,409.0,15.200000000000017,-86.2419
6804,Hungary,2020-05-17,907.0,156.0,47.16249999999993,19.503300000000007
6885,Iceland,2020-05-17,1843.0,494.0,64.96309999999995,-19.020800000000005
6966,India,2020-05-17,1836.0,512.0,21.0,78.0
7047,Indonesia,2020-05-17,1528.0,506.0,-0.7892999999999993,113.9213
7128,Iran,2020-05-17,44605.0,2898.0,32.0,53.0
7209,Iraq,2020-05-17,957.0,175.0,33.0,44.0
7290,Ireland,2020-05-17,3235.0,516.0,53.142400000000045,-7.692099999999994
7371,Israel,2020-05-17,5358.0,516.0,31.0,35.0
7452,Italy,2020-05-17,105792.0,12428.0,43.0,12.0
7533,Jamaica,2020-05-17,232.0,1.0,18.1096,-77.29749999999997
7614,Japan,2020-05-17,1953.0,514.0,36.0,138.0
7695,Jordan,2020-05-17,1855.0,487.0,31.24000000000001,36.510000000000026
7776,Kazakhstan,2020-05-17,1856.0,507.0,48.01960000000005,66.92369999999994
7857,Kenya,2020-05-17,1130.0,1.0,-0.02360000000000001,37.906199999999956
7938,"Korea, South",2020-05-17,9786.0,517.0,36.0,128.0
8019,Kosovo,2020-05-17,258.0,1.0,42.666667,21.166667
8100,Kuwait,2020-05-17,289.0,-0.0,29.5,47.75
8181,Kyrgyzstan,2020-05-17,1149.0,-0.0,41.204400000000035,74.76609999999992
8262,Laos,2020-05-17,1080.0,-0.0,17.966667,102.6
8343,Latvia,2020-05-17,1159.0,-0.0,56.879600000000075,24.603200000000008
8424,Lebanon,2020-05-17,1848.0,485.0,33.85470000000004,35.862299999999976
8505,Liberia,2020-05-17,1294.0,-0.0,6.428099999999988,-9.4295
8586,Libya,2020-05-17,1169.0,-0.0,32.887221999999994,13.191389000000001
8667,Liechtenstein,2020-05-17,170.0,-0.0,47.13999999999999,9.55
8748,Lithuania,2020-05-17,1853.0,513.0,55.1694000000001,23.88130000000001
8829,Luxembourg,2020-05-17,2178.0,503.0,49.815300000000065,6.129599999999996
8910,MS Zaandam,2020-05-17,1101.0,-0.0,26.086111,-80.115278
8991,Madagascar,2020-05-17,1111.0,-0.0,-18.933332999999998,47.516667
9072,Malawi,2020-05-17,-0.0,-0.0,-13.983332999999998,33.783333
9153,Malaysia,2020-05-17,2766.0,512.0,2.5,112.5
9234,Maldives,2020-05-17,279.0,-0.0,3.202799999999997,73.22069999999994
9315,Mali,2020-05-17,1237.0,70.0,12.639167,-8.002778
9396,Malta,2020-05-17,253.0,-0.0,35.9375,14.375400000000012
9477,Mauritania,2020-05-17,1285.0,1.0,21.0079,10.9408
9558,Mauritius,2020-05-17,1856.0,449.0,-20.200000000000024,57.5
9639,Mexico,2020-05-17,1843.0,511.0,23.634499999999967,-102.55280000000013
9720,Moldova,2020-05-17,1856.0,506.0,47.411599999999936,28.369899999999976
9801,Monaco,2020-05-17,267.0,1.0,43.7333,7.416699999999995
9882,Mongolia,2020-05-17,1140.0,-0.0,46.86250000000004,103.84670000000004
9963,Montenegro,2020-05-17,1856.0,485.0,42.5,19.299999999999976
10044,Morocco,2020-05-17,920.0,161.0,31.791699999999995,-7.092600000000004
10125,Mozambique,2020-05-17,1050.0,-0.0,-25.966667,32.583333
10206,Namibia,2020-05-17,1206.0,-0.0,-22.957599999999967,18.4904
10287,Nepal,2020-05-17,1283.0,-0.0,28.166699999999995,84.25
10368,Netherlands,2020-05-17,12595.0,1039.0,12.518599999999996,-70.03580000000004
10449,Netherlands,2020-05-17,12595.0,1039.0,12.144444,-68.265556
10530,Netherlands,2020-05-17,12595.0,1039.0,12.169599999999983,-68.98999999999988
10611,Netherlands,2020-05-17,12595.0,1039.0,18.052778,-63.0425
10692,Netherlands,2020-05-17,12595.0,1039.0,52.132599999999954,5.291299999999999
10773,New Zealand,2020-05-17,1853.0,512.0,-40.90059999999996,174.88600000000028
10854,Nicaragua,2020-05-17,11.0,1.0,12.136389,-86.251389
10935,Niger,2020-05-17,759.0,79.0,13.511667000000001,2.125278
11016,Nigeria,2020-05-17,1857.0,497.0,9.081999999999997,8.675299999999995
11097,North Macedonia,2020-05-17,1853.0,446.0,41.608600000000024,21.745300000000018
11178,Norway,2020-05-17,4641.0,516.0,60.47200000000011,8.468900000000005
11259,Oman,2020-05-17,1034.0,1.0,21.0,57.0
11340,Pakistan,2020-05-17,1938.0,514.0,30.375299999999967,69.34510000000003
11421,Panama,2020-05-17,1836.0,510.0,8.53800000000001,-80.78210000000001
11502,Papua New Guinea,2020-05-17,1309.0,-0.0,-9.478889,147.149444
11583,Paraguay,2020-05-17,1858.0,456.0,-23.442500000000035,-58.4438
11664,Peru,2020-05-17,1791.0,350.0,-9.190000000000008,-75.01519999999992
11745,Philippines,2020-05-17,2084.0,465.0,13.0,122.0
11826,Poland,2020-05-17,2311.0,507.0,51.919400000000095,19.145099999999974
11907,Portugal,2020-05-17,7443.0,517.0,39.39989999999994,-8.224499999999992
11988,Qatar,2020-05-17,1843.0,207.0,25.354800000000008,51.1839
12069,Romania,2020-05-17,2245.0,510.0,45.943200000000026,24.96679999999998
12150,Russia,2020-05-17,2337.0,508.0,60.0,90.0
12231,Rwanda,2020-05-17,184.0,-0.0,-1.9402999999999968,29.873900000000035
12312,Saint Kitts and Nevis,2020-05-17,1169.0,-0.0,17.3,-62.733332999999995
12393,Saint Lucia,2020-05-17,1251.0,-0.0,13.909400000000005,-60.978900000000046
12474,Saint Vincent and the Grenadines,2020-05-17,1316.0,-0.0,12.98429999999999,-61.287200000000105
12555,San Marino,2020-05-17,979.0,172.0,43.94239999999995,12.457800000000011
12636,Sao Tome and Principe,2020-05-17,-0.0,-0.0,0.336111,6.730556
12717,Saudi Arabia,2020-05-17,1856.0,513.0,24.0,45.0
12798,Senegal,2020-05-17,360.0,-0.0,14.497399999999995,-14.45240000000001
12879,Serbia,2020-05-17,1851.0,427.0,44.01650000000002,21.005900000000025
12960,Seychelles,2020-05-17,1217.0,-0.0,-4.679599999999995,55.49200000000007
13041,Sierra Leone,2020-05-17,1123.0,-0.0,8.484444,-13.234444
13122,Singapore,2020-05-17,1842.0,493.0,1.2832999999999983,103.83330000000002
13203,Slovakia,2020-05-17,989.0,-0.0,48.66899999999998,19.699
13284,Slovenia,2020-05-17,1843.0,401.0,46.15119999999993,14.995499999999995
13365,Somalia,2020-05-17,1272.0,-0.0,5.152100000000001,46.199599999999954
13446,South Africa,2020-05-17,1857.0,512.0,-30.559500000000025,22.9375
13527,South Sudan,2020-05-17,-0.0,-0.0,4.85,31.6
13608,Spain,2020-05-17,95923.0,8464.0,40.0,-4.0
13689,Sri Lanka,2020-05-17,246.0,2.0,7.0,81.0
13770,Sudan,2020-05-17,8.0,2.0,12.862799999999995,30.217599999999962
13851,Suriname,2020-05-17,1232.0,-0.0,3.9192999999999945,-56.02779999999995
13932,Sweden,2020-05-17,4435.0,516.0,63.0,16.0
14013,Switzerland,2020-05-17,16605.0,517.0,46.818200000000026,8.227500000000006
14094,Syria,2020-05-17,10.0,2.0,33.513056,36.291944
14175,Taiwan*,2020-05-17,542.0,5.0,23.700000000000035,121.0
14256,Tanzania,2020-05-17,217.0,1.0,-6.3690000000000095,34.88879999999998
14337,Thailand,2020-05-17,1857.0,512.0,15.0,101.0
14418,Timor-Leste,2020-05-17,1309.0,-0.0,-8.566667,125.566667
14499,Togo,2020-05-17,320.0,1.0,8.619500000000006,0.8248000000000012
14580,Trinidad and Tobago,2020-05-17,1424.0,28.0,10.691800000000015,-61.222499999999954
14661,Tunisia,2020-05-17,1857.0,426.0,34.0,9.0
14742,Turkey,2020-05-17,13531.0,517.0,38.96369999999997,35.24330000000004
14823,Uganda,2020-05-17,1049.0,-0.0,0.31361100000000003,32.581111
14904,Ukraine,2020-05-17,1852.0,449.0,48.379399999999954,31.165600000000023
14985,United Arab Emirates,2020-05-17,1856.0,506.0,24.0,54.0
15066,United Kingdom,2020-05-17,25150.0,1789.0,18.220833,-63.051667
15147,United Kingdom,2020-05-17,25150.0,1789.0,32.293,-64.782
15228,United Kingdom,2020-05-17,25150.0,1789.0,18.431389000000003,-64.623056
15309,United Kingdom,2020-05-17,25150.0,1789.0,19.31330000000002,-81.25460000000012
15390,United Kingdom,2020-05-17,25150.0,1789.0,49.3723,-2.3644000000000003
15471,United Kingdom,2020-05-17,25150.0,1789.0,-51.694444,-57.852778
15552,United Kingdom,2020-05-17,25150.0,1789.0,36.14079999999998,-5.353600000000006
15633,United Kingdom,2020-05-17,25150.0,1789.0,54.145,-4.482
15714,United Kingdom,2020-05-17,25150.0,1789.0,16.742499999999982,-62.187399999999904
15795,United Kingdom,2020-05-17,25150.0,1789.0,21.783333,-72.283333
15876,United Kingdom,2020-05-17,25150.0,1789.0,55.37809999999993,-3.436000000000005
15957,Uruguay,2020-05-17,1856.0,495.0,-32.52279999999997,-55.76580000000003
16038,Uzbekistan,2020-05-17,1857.0,463.0,41.37750000000004,64.58530000000006
16119,Venezuela,2020-05-17,353.0,4.0,6.4238000000000115,-66.58969999999998
16200,Vietnam,2020-05-17,217.0,-0.0,16.0,108.0
16281,West Bank and Gaza,2020-05-17,211.0,1.0,31.703056,35.195555999999996
16362,Western Sahara,2020-05-17,-0.0,-0.0,27.153610999999998,-13.203332999999999
16443,Zambia,2020-05-17,327.0,-0.0,-15.416699999999993,28.28330000000004
16524,Zimbabwe,2020-05-17,13.0,1.0,-17.829167,31.052221999999997
